id,trigger,conditions,script,text,options,notes
hegtales_Quest2_ScavengerBribe2,DialogOptionSelected,$option == hegtales_Quest2_scavengerBribe2,"RemoveCommodity credits $hegtales_Quest2_bribeCost
AdjustRepActivePerson COOPERATIVE 10
AdjustRep $faction.id COOPERATIVE 1
Call $global.hegtales_Quest2_ref drophegclue
MakeOtherFleetGoAway true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true
$hegtales_Quest2_Probe_finishedEncounter = true
$global.hegtales_Quest2_scavengerDroppedClue = true

","You authorize the credits transfer and can pin-point the moment it arrives because a wide smile breaks over the scavenger captain's face.

""Glad we could do business, captain. I've ordered my quartermaster to eject the cargo pod in question, so it's all yours,"" the scavenger says magnanimously. 

""Burn bright captain, I'm sure we'll meet again!"" $HeOrShe closes the comms before you can comment on the uncannily speedy 'discovery' of the Galatia Academy probe.",cutCommLinkNoText:Continue,
hegtales_Quest2_ScavengerThreaten1,DialogOptionSelected,$option == hegtales_Quest2_scavengerThreaten,,"The Luddic captain's face shows a frown as $heOrShe taps at a console and appears to think for about a second. 

$HeOrShe looks at you with a dissapointed look. ""I would have given it to you, if you were polite and kind.""",hegtales_Quest2_scavengerThreaten2:Continue,
hegtales_Quest2_ScavengerThreaten2,DialogOptionSelected,$option == hegtales_Quest2_scavengerThreaten2,"AdjustRepActivePerson INHOSPITABLE -20
AdjustRep $faction.id INHOSPITABLE -5
Call $global.hegtales_Quest2_ref drophegclue
MakeOtherFleetGoAway true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true
$hegtales_Quest2_Probe_finishedEncounter = true
$global.hegtales_Quest2_scavengerDroppedClue = true

","""I've ordered my men to eject the cache, it's all yours."" the captain says with a somber tone. ""Ludd be with you.""

The comms are abruptly disconnected.",cutCommLinkNoText:Continue,
hegtales_Quest2_scavengerNice,DialogOptionSelected,$option == hegtales_Quest2_scavengerNice,"AdjustRepActivePerson FRIENDLY 20
AdjustRep $faction.id COOPERATIVE 1
Call $global.hegtales_Quest2_ref drophegclue
MakeOtherFleetGoAway true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true
$hegtales_Quest2_Probe_finishedEncounter = true
$global.hegtales_Quest2_scavengerDroppedClue = true

","""I've ordered my men to eject the cache, it's all yours."" 

""So few people are polite and nice nowadays, you are a shining star."" the captain says with a happy tone. ""Ludd be with you.""

The comms are simply disconnected.",cutCommLinkNoText:Continue,
,,,,,,
# Tri-Taychion beholder,,,,,,
hegtales_Quest2MercEncounter,BeginFleetEncounter,"$hegtales_Quest2_tritach score:1000
!$encounteredAlready","$encounteredAlready = true
FleetDesc
HailPlayer",,,
hegtales_Quest2MercGreeting,OpenCommLink,$entity.hegtales_Quest2_tritach score:1000,"Call $entity.hegtales_Quest2_ref makeUnimportant
FireAll hegtales_Quest2MercHubOptions","The comms open.

A young Tritachyon Executive appears in front of the screen. ""You are herebly getting the way of bussiness of the company. Let us recover Hannah Stahl and we will let you live.""

Then $heOrShe waits for your response.",,
hegtales_Quest2MercHubReturn,DialogOptionSelected,$option == hegtales_Quest2_tritachHubReturn,FireAll hegtales_Quest2MercHubOptions,,,
hegtales_Quest2MercHubOption2,hegtales_Quest2MercHubOptions,!$letsDeal,,,"hegtales_Quest2_tritachLetsDeal:""I can pay you.""",
hegtales_Quest2MercHubOption4,hegtales_Quest2MercHubOptions,!$threatsResponded,,,"hegtales_Quest2_tritachRespondThreats:""I am going to live.""",
hegtales_Quest2MercHubOption5,hegtales_Quest2MercHubOptions,,,,"cutCommLinkNoText:""Whatever.""",
hegtales_Quest2MercLetsDeal,DialogOptionSelected,"$option == hegtales_Quest2_tritachLetsDeal
Call $global.hegtales_Quest2_ref updateData","Highlight $hegtales_Quest2_sellOutPrice
DoCanAffordCheck $hegtales_Quest2_sellOutPrice hegtales_Quest2_tritachDealAccept false

$letsDeal = true","The executive seems surprised at the proposal. ""Well... I can make some lie.. if the price is good enough. Let's say $hegtales_Quest2_sellOutPrice credits, to let you go and do whatever you want with the woman.""","hegtales_Quest2_tritachDealAccept:Accept the deal
hegtales_Quest2_tritachGetNothing:Reject the deal",
hegtales_Quest2MercAcceptDeal,DialogOptionSelected,$option == hegtales_Quest2_tritachDealAccept,"AddRemoveCommodity credits -$hegtales_Quest2_sellOutPrice
AdjustRepActivePerson COOPERATIVE 5
AdjustRep $faction.id COOPERATIVE 2
$global.hegtales_let_narc_live = true

MakeOtherFleetGoAway true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true
MakeOtherFleetImportant false
$entity.ignorePlayerCommRequests = true","""The credit transfer has been completed. I find this acceptable. Next time, don't get in the way of the company.""

The young executive smirks and the communication is terminated.",cutCommLinkNoText:Continue,
hegtales_Quest2MercRespondThreats,DialogOptionSelected,$option == hegtales_Quest2_tritachRespondThreats,"$threatsResponded = true
FireAll hegtales_Quest2MercHubOptions","""That was not a question.""

The young executive squints his eyes.",,
hegtales_Quest2MercGetNothing,DialogOptionSelected,$option == hegtales_Quest2_tritachGetNothing,"$noDeal = true
$entity.ignorePlayerCommRequests = true","A big smile appears in the executive's lips.

""That's what I wanted to hear.""

The enemy fleet moves in an attack possition.",cutCommLink:Cut the comm link,
,,,,,,
,,,,,,
# Beholder Station docking,,,,,,
"hegtales_Quest2_Beholderoption
",OpenInteractionDialog,"$id == beholder_station
Call $global.hegtales_Quest2_ref updateData
$global.hegtales_Quest2_goto_Beholder score:1000","PrintDescription 1
AddText ""The landing bay is filled with parties of Luddic pilgrims, many dressed in traditional handweave, meeting with subcurates. An attendant looks you over suspiciously and inquires about what business you have coming here.""
ShowDefaultVisual",,"hegtales_Quest2_beholderFindHannah:Find Hannah Stahl-Ossum
defaultLeave:Leave",
hegtales_Quest2_beholderFindHannah,DialogOptionSelected,$option == hegtales_Quest2_beholderFindHannah,"BeginConversation hegtales_hannah
ShowSecondPerson hegtales_leo

FireAll hegtales_Quest2Saltstatusoption","As you inquire with the subcurates about Hannah Stahl-Ossum, she unexpectedly steps into view. Flanked by her two steadfast guards, a pair of attentive maidens, and a man who unmistakably bears the garb and demeanor of a devoted Luddic Pather.

Her expression shifts to one of curiosity as you approach, and you take the opportunity to explain the lengths you've gone to in following her trail. You recount how, just outside the station, there was an entire Tri-Tachyon fleet, poised to apprehend her and take her away.

Hannah's surprise is palpable. Her eyes widen, and she exchanges a quick glance with her guards and companions.

Her Pather companion, however, is far less measured. His distrust is evident as he steps forward. ""Where is Greenearth Salt?"" he demands, ""He was supposed to return and guide us to Killa. Why isn't he here?""
","
",
hegtales_Quest2_beholderHannahSaltdead,hegtales_Quest2Saltstatusoption,!$global.hegtales_Quest2_Saltus_killed ,SetPersonHidden hegtales_saltus false,,"hegtales_Quest2_HannahSaltalive:""Saltus is alive.""",
hegtales_Quest2_beholderHannahSaltAlive,hegtales_Quest2Saltstatusoption,$global.hegtales_Quest2_Saltus_killed ,,,"hegtales_Quest2_HannahSaltdead:""Saltus is dead""",
hegtales_Quest2_beholderFindHannah2,DialogOptionSelected,$option == hegtales_Quest2_HannahSaltdead,AdjustRepPerson hegtales_hannah SUSPICIOUS -5,"You take a deep breath and explain in the most diplomatic manner possible what had happened.

The words hang heavy in the air, and the pather's reaction is immediate. His expression shifts from shock to anger as he takes a menacing step toward you. Your heavily armored bodyguards, ever vigilant, raise their weapons in unison. The sound of shifting metal fills the room, prompting a startled yell from a nearby subcurate.

The pather freezes, his hands twitching slightly before he clenches them into fists. He glares at you, his face a mix of rage and disbelief. After a tense moment, he takes a reluctant step back. Hannah's sadness is evident. She looks down, her expression somber as she processes the news. Her lips press into a thin line, and she briefly meets the pather's eyes.

Without another word, he storms out, his footsteps echoing down the corridor as he heads toward the docks. It's clear he has no intention of staying any longer than necessary.",hegtales_Quest2_Hannahleave:Continue,
hegtales_Quest2_beholderFindHannah3,DialogOptionSelected,$option == hegtales_Quest2_HannahSaltalive,"
AdjustRepPerson hegtales_hannah FRIENDLY 5","You take a deep breath and explain what had happened.

The Pather listens intently, as he nods slowly, a faint smirk tugging at the corner of his lips. It's clear that Salt's behavior was no shock to him. ""Well, that sounds like Salt."" Without another word, he takes a deliberate step forward, offering what could only be described as the most uncourteous bow you've ever witnessed.

Straightening up, he turns on his heel and begins striding toward the docks, his movements brisk and purposeful. It's clear he had no intention of staying any longer than necessary.",hegtales_Quest2_Hannahleave:Continue,
hegtales_Quest2_beholderFindHannah4,DialogOptionSelected,$option == hegtales_Quest2_Hannahleave,"$global.hegtales_Quest2_return_eventide = true
Call $global.hegtales_Quest2_ref updateStage
Call $global.hegtales_Quest2_ref updateData
","Hannah takes a deep sigh. Her family had been too worried, and this journey had been fraught with danger. Who knew if Salt could have truly protected her from the Tri-Tachyon goons that had been waiting to strike?

Finally, she opens her mouth, and the voice you had heard in the logs resonates clearly. ""Take me home, Captain $playerLastName. I will continue my path someday, but not today. I thank you for all the troubles you've endured on my behalf."" With that, she falls into step beside you, following you toward the shuttle.

A Matriarch of an Eventide house surely deserves quarters befitting her status.

A fleeting thought crosses your mind as you step aboard. At least there's some Eventide Brandy. ","defaultLeave:That should smooth things over, right?",
,,,,,,
,,,,,,
"hegtales_Quest2_returnEventide
",PopulateOptions,"$id == hegtales_australis
$hegtales_Quest2_australis_eventide_return",SetOptionColor hegtalesQuest2Reward highlight,,"0:hegtalesQuest2Reward:""I have found Hannah.""",
"hegtales_Quest2_returnEventide1
",DialogOptionSelected,$option == hegtalesQuest2Reward,ShowSecondPerson hegtales_hannah,"Australis seems momentarily stunned by your words. Before he can respond, Hannah herself steps into view on the bridge's comms screen.

""Australis, I am fine."" she says, her voice steady but warm, clearly aimed at putting her brother-in-law at ease.

The Rear Admiral nods eagerly, his earlier tension melting away. ""Your husband has been looking for you,"" he replies. ""Come to the castle as soon as possible.""

Hannah glances toward you, her expression softening with gratitude. Without wasting any time, you both make your way to the shuttle.",0:hegtalesQuest2Reward1:Continue,
"hegtales_Quest2_returnEventide2
",DialogOptionSelected,$option == hegtalesQuest2Reward1,ShowImageVisual ossum_castle,"Hannah sits by one of the shuttle's wide observation windows, her gaze fixed on the surface of Eventide as it grows larger with each passing moment.

She turns her head to look at you, you've been by her side for most of the journey since finding her on Beholder Station, and it's clear she's noticed. Hannah Stahl-Ossum may carry herself with the grace of a matriarch, but her mischievous streak has made it necessary to keep a close eye on her.",0:hegtalesQuest2Reward2:Continue,
"hegtales_Quest2_returnEventide3
",DialogOptionSelected,$option == hegtalesQuest2Reward2,"BeginConversation hegtales_hannah
ShowPersonVisual
","""I miss my family,"" she says, ""I cannot thank you enough for bringing me back home, Captain $playerLastName."" A playful glint flashes in her eyes as her smile widens. ""Maybe I'll even name my fifth child after you. Borealis might not like it, but I'm sure he'll come around.""

She chuckles, her gaze returning to the sky above. The Stellar Mirrors shimmer like celestial ornaments, their light guiding the shuttle toward its destination. Her eyes follow the path of the mirror that reflects over her estate and the towering Ossum Castle. ""I have a cousin about your age,"" she adds teasingly, ""Perhaps you'd like to join the family?""

Her words hang in the air for a moment, drawing a chuckle or a polite smile from you. Before you can respond, the shuttle's landing gear engages, and the craft begins its descent into the castle's grand landing pad.",0:hegtalesQuest2Reward3:Continue,
